subject,session,scan,site,bg_mean,bg_size,bg_std,cnr,csf_mean,csf_size,csf_std,efc,fber,fg_mean,fg_size,fg_std,fwhm,fwhm_x,fwhm_y,fwhm_z,gm_mean,gm_size,gm_std,qi1,snr,wm_mean,wm_size,wm_std
50377,session_1,anat_1,UM_1,1.9773330591,4598812,17.8813850974,19.9417286958,597.2607620333,274135,168.3792877123,0.4224433652,1677.0860876288,514.4495639026,3527652,527.3868204811,4.12473448,4.4202260984,4.2849786624,3.7050498528,875.8205155802,557469,111.5594424641,0.0009576386,28.7701182598,1232.4062458986,457164,126.8203452019
50378,session_1,anat_1,UM_1,2.9274509899,4318653,27.1051633013,14.80065544,803.0403679008,221364,243.2714270827,0.4142039122,995.8773542118,569.029846807,3807811,645.2911150955,5.1548214206,5.6669423982,5.0860558423,4.7523831445,1157.4860069634,506359,119.1640262857,0.0012721559,20.9934114944,1558.6601896309,412380,140.378749669
50379,session_1,anat_1,UM_1,1.4804283604,4427580,14.8351202076,21.3659165447,517.6451389667,205193,122.5913620186,0.3954369592,1993.6931595034,426.9900272623,3698884,510.7079111095,4.1655840398,4.4424292847,4.2003603991,3.8736581794,779.2788101898,457989,84.2802926529,0.0004298059,28.7823773105,1096.2447504758,378320,95.5539071709
50380,session_1,anat_1,UM_1,1.6592666641,4563557,19.5373394779,17.1299831957,536.6325755315,234538,165.3803191761,0.402169049,1196.2874175284,450.9395409423,3562907,506.5363951282,4.1611880088,4.4339713969,4.1786396766,3.8888831788,813.0161862711,484670,95.0687882121,0.0002745665,23.0809083014,1147.6904832158,423641,99.1194102092
50381,session_1,anat_1,UM_1,0.2306427369,4259861,5.6113354908,55.5293182979,527.5676165091,265623,139.0455936918,0.4373055539,16374.3636404556,494.954716582,3866603,521.0295822043,4.4433070279,4.7549379023,4.5782084156,4.0297581732,780.6955223431,531461,98.4810319071,0,88.2062242384,1092.2891568905,456465,110.8332898737
50382,session_1,anat_1,UM_2,11.5085915328,4343928,26.3584452962,18.7472302649,631.1384709799,268865,203.7880024771,0.4564027031,803.4751289935,574.0284333051,3782536,578.9112641868,5.4126225645,5.8591205764,5.5925149544,4.839308141,1006.0620504441,522043,152.1261179249,0.1077630661,21.7777803984,1500.2098938371,449027,216.4170641073
50383,session_1,anat_1,UM_2,17.2265109928,4736141,37.6863723179,17.7058260634,867.6154359088,233948,367.7901628643,0.4253578957,700.606876735,757.9535185881,3390323,792.7541821304,5.468364611,5.8446761975,5.5886257044,5.0061914677,1283.5148599471,548757,216.2336379386,0.1617713662,20.1121379419,1950.7832131691,429551,303.9767337034
50385,session_1,anat_1,UM_2,10.2341613853,4194906,26.1588260871,18.6855959292,638.4540230643,227451,275.7403286211,0.4453622923,835.313594579,550.2460749657,3931558,596.9172607251,5.1867671548,5.5976645182,5.3601347319,4.6505748152,963.1945364724,528523,166.4372604776,0.0950772198,21.0348152908,1451.9877907187,414275,239.5414342604
50386,session_1,anat_1,UM_2,11.2841103381,4367884,24.9882535392,18.7058251776,562.3631387011,244050,217.1260809988,0.4694271876,735.5440542533,537.3760489334,3758580,513.9725167836,5.3650951354,5.8204151548,5.4879581313,4.8346831412,876.8905446741,591730,140.4772729647,0.1245630607,21.5051463317,1344.3164468712,477641,214.7185453997
50387,session_1,anat_1,UM_2,15.9784288991,4646958,36.5640216221,16.7569662898,787.0984534339,206910,381.1618279083,0.4278216624,538.7891392344,634.7290922907,3479506,674.536451997,5.9387492487,6.2857368333,6.0714440846,5.4882831152,1145.2445890161,542138,189.9185203383,0.1494556224,17.3593894799,1757.9466667582,436932,285.7911125713
50388,session_1,anat_1,UM_2,13.7579405477,4443900,30.1470314256,14.433624017,468.9385225351,257265,121.1813280731,0.4478327163,392.0741119951,453.129167341,3682564,474.573598255,4.8942634436,5.4076426584,5.0621886477,4.2826748298,767.9972423702,517836,133.2741678496,0.1593521456,15.0306396986,1203.1281591976,434881,190.4904349478
50390,session_1,anat_1,UM_2,12.3445568932,4586186,26.9535511333,18.9548547394,616.4319691623,224141,231.7115265055,0.4353545743,823.0113349232,589.5133684417,3540278,613.0283967377,4.9118382543,5.0815561278,5.246834481,4.4446581567,944.7021783346,549181,142.4162653431,0.1323927987,21.8714545452,1455.6028247759,416033,231.5972019265
50391,session_1,anat_1,UM_2,11.3639230413,4426892,23.188688431,20.9253070766,628.8142522724,218716,247.2766220621,0.4661997079,933.817272425,572.0452890226,3699572,543.5843577647,5.6444014398,6.1098836587,5.788218073,5.0848247979,955.4196384971,552914,150.0836565022,0.1047303616,24.669152407,1440.650064619,464260,200.808647212
50397,session_1,anat_1,UM_2,3.0560591015,4599271,34.8394554527,11.7225106211,809.3500534093,202212,230.4547021646,0.3923235356,582.8390292665,553.2272492602,3527193,637.8289856602,5.294469916,5.7189008082,5.3895059536,4.8150998087,1167.3479866473,473613,111.6386863093,6.65322830509444E-005,15.8793311225,1575.7538732242,369976,141.8038143665
50399,session_1,anat_1,UM_2,0.7690592965,4018131,12.0248266191,26.5643565761,615.7294606023,233186,186.016779712,0.4316233029,3825.3534950094,492.8991712697,4108333,558.9681693967,4.9124529535,5.2163014074,5.0564089269,4.4945998214,953.0202407781,435754,96.477269317,0,40.9901270831,1272.4520228536,397137,100.4016992083
50402,session_1,anat_1,UM_2,0.6221084138,2457345,6.543039095,23.3752897835,253.1181158272,183083,99.23139628,0.4336295603,2376.846109677,187.2119508067,4489471,260.0529933053,4.6875854474,4.0907429268,5.40446,4.65901,359.4963388852,408209,40.8107196994,0.0001025497,28.6123845646,512.4417737949,352848,59.7444890616
50403,session_1,anat_1,UM_2,1.1810675889,2592496,9.7445373975,14.0215544044,264.1610767366,235155,86.2522839522,0.4444079826,802.5787714938,169.358063716,4354320,220.5607373416,4.5917858054,4.0875714982,5.29554,4.47268,382.3363894437,458644,40.9326385506,1.08004023921348E-005,17.3797951413,518.9699507091,446533,50.6958047994
50404,session_1,anat_1,UM_2,1.2762264193,2502896,13.3515954253,9.9390852505,262.3791597481,159595,98.8055409461,0.3881804116,334.1220330501,131.0272696178,4443920,207.2156866714,4.7818253477,4.1737572139,5.6583836268,4.6298022486,372.9651414082,384525,36.155558412,2.63694536249209E-005,9.813603951,505.6677865703,329195,49.4043709079
50405,session_1,anat_1,UM_2,0.596782106,2533769,6.0731317864,21.9076577777,240.0259787295,204321,81.1447789284,0.4305721817,2125.9175387398,165.1570028599,4413047,227.7945466632,4.7406833174,4.151035785,5.61029,4.57488,347.1715385366,420133,38.1491783253,0.0008019673,27.1947009664,480.2196313513,401195,42.0347316898
50406,session_1,anat_1,UM_2,0.3314978327,2650503,4.6408436238,26.5224224888,230.6143931498,222592,84.8325021147,0.4401528287,3216.9960298953,162.4235509221,4034169,207.9853800641,4.4737190264,3.8499929227,5.42474,4.28713,332.0157158434,442038,34.7174888307,0,34.9987123222,455.1021311388,414614,40.592352395
50407,session_1,anat_1,UM_2,1.6713738526,2656435,16.7639736321,9.5428859653,323.5800222936,164173,108.2954982002,0.3758811521,370.1551337258,171.2529995775,4224845,275.1934075327,4.7544583709,4.041142926,5.87357,4.5279,452.5154287234,338330,45.7146008691,0.0002093031,10.215537398,612.4921174205,345255,55.4064767148
50408,session_1,anat_1,UM_2,0.468488466,2532295,5.6544112911,22.1481888076,244.0967266075,189131,71.2345072112,0.4504155148,2091.038183437,158.9495168332,4414521,205.0595489419,4.7018521478,3.9285643526,5.82198,4.54468,346.2615711552,453628,34.6531072889,0,28.110710143,471.4965400263,406795,42.6035035626
50410,session_1,anat_1,UM_2,0.3093168815,2421132,4.8250324271,42.8477101577,392.6580951789,209143,139.5994904758,0.4454608705,7607.4355105181,252.8658397272,4525684,337.4831982243,4.4858671755,3.7653143498,5.56471,4.30819,570.6433051847,418966,57.5610574672,2.89120956643421E-006,52.4070757133,777.3848961238,417853,71.0085621077
50411,session_1,anat_1,UM_2,1.7988888544,2477083,13.9565425824,19.0278558147,462.4665821843,225688,104.7940794339,0.4718975119,1522.736404586,336.2498232396,5387237,434.1311806307,4.5320551712,3.7575286354,5.26203,4.70794,674.575605208,510527,76.0713628221,1.13036180055331E-005,24.0926304816,940.1386851379,462847,91.3835705464
50412,session_1,anat_1,UM_2,2.7959690934,2926885,26.955278612,13.2899483029,604.3262656294,168513,324.2937215812,0.3949735483,491.2066396847,342.3073274143,4019931,493.5281076984,4.4843922346,3.8778429232,5.20496,4.46789,829.9501521564,443951,102.9150134805,0.0002097793,12.6990832609,1188.1844114008,383062,135.2166982897
50413,session_1,anat_1,UM_2,1.0580643682,3140308,11.5519342174,26.0327310244,458.0478850667,175963,125.1019871171,0.412851872,2630.0389544733,349.9741119639,4461868,481.0755480289,4.9399165375,4.0760572123,5.97026,4.95365,684.1186075975,447543,84.05969896,1.210072387804E-005,30.2957154513,984.8470038918,393644,108.7926959229
50414,session_1,anat_1,UM_2,1.0714474808,2678191,11.518237305,13.5301480009,312.5626387763,178795,121.7255977216,0.3987802129,747.7639691648,176.4002237254,4268625,262.5777260456,4.6103432429,3.8630929229,5.64461,4.49399,424.9708912016,413655,42.4928073904,0.0012471105,15.3148627741,580.8143466474,379573,55.3256734041
50415,session_1,anat_1,UM_2,0.6488147519,2488846,6.5656358999,16.4244302224,211.6021634807,187753,57.0467256305,0.445012499,1149.7183332652,134.9715480364,4457970,178.4046624059,4.6557177863,3.8279500652,5.66966,4.64982,310.3070742548,386076,31.0175173071,2.81254846623696E-006,20.5572697137,418.143902959,361167,34.8421359586
50416,session_1,anat_1,UM_2,0.7535854967,2712316,7.8397549174,16.9921866679,244.7200680715,207429,61.8521368927,0.4321945866,1221.7045201,165.6692353288,4234500,219.8535645836,4.5729065628,3.9159214953,5.62638,4.34025,358.8207652629,449963,37.1477740403,2.58082022891138E-006,21.1319406123,492.0353442499,407393,43.3873052472
50417,session_1,anat_1,UM_2,1.7189994837,3108795,21.4792708683,12.8272871321,542.8297087728,161077,154.6427937084,0.3990119499,658.6951536599,326.0445839145,3838021,446.694849971,4.4509513034,3.748442921,5.3845,4.36879,752.801838356,392851,72.3240749334,1.12583814629141E-005,15.1794996168,1028.3226131724,365946,94.3449916048
50418,session_1,anat_1,UM_2,1.5638119532,2728470,17.0540387588,14.6185300509,467.0424569236,167087,145.5602911929,0.4256047167,812.1303874023,290.8341439986,4218346,391.9205491945,4.3430839637,3.6888286342,5.23156,4.24496,645.1162799397,427735,62.6004244761,7.69662118330053E-006,17.0536814248,894.4212580247,383347,91.6946321659
50421,session_1,anat_1,UM_2,0.739035177,2651388,9.5264914967,22.5035982355,419.8963585434,204561,129.5931975464,0.4364824289,2402.3453429464,282.7130383748,4295428,373.373713885,4.3538823184,3.6896714914,5.28398,4.23332,613.4383459845,426574,59.0377811643,2.64012660538556E-006,29.6765119112,827.8186832207,387096,67.4803822335
50422,session_1,anat_1,UM_2,0.9879432155,2824219,10.8134967625,22.464992144,455.7424129462,182416,111.5642406936,0.4284415393,2038.0658471949,297.3201275798,4122597,389.7492019542,4.2806537407,3.5827143467,5.19433,4.21491,665.8011077118,403354,65.5378040496,0,27.495280584,908.7262275308,391314,89.7383149199
50423,session_1,anat_1,UM_2,3.0574757649,2804295,21.7022677285,12.1705047736,440.9811434765,160528,181.7072979963,0.4145220002,422.2557781136,258.7304914284,4535737,368.6236418114,4.5447039062,3.8426143512,5.62286,4.34443,618.770631503,418462,70.9886909587,0.0002339269,11.921818248,882.8981844899,417844,112.1674982397
50424,session_1,anat_1,UM_2,0.7816953435,2846609,8.9377909721,26.0271203513,427.8193328476,204481,119.3872167141,0.4217674749,3092.498458314,298.7738143464,4100207,399.5814096923,4.2975574566,3.7190929205,5.23633,4.07569,639.1481524157,399224,65.2713021894,4.91813241649977E-006,33.4281496712,871.7731137227,382738,79.115615542
50425,session_1,anat_1,UM_2,1.5530060432,2445740,13.6487934006,18.9728816164,477.8344643736,180807,129.2316505564,0.4455258633,1462.6393240269,315.0141057383,4501076,420.4380016165,4.540860121,3.8441072083,5.65253,4.30899,683.6069470832,422134,68.1882824936,1.06307293498082E-005,23.0799966335,942.5638884802,380632,88.6369999619
50426,session_1,anat_1,UM_2,2.0514306851,4533772,17.1876016053,17.4036331521,458.1678963599,208182,145.7798992375,0.4030407298,1129.1581303771,385.2104653001,3592692,435.8136219036,4.0395948507,4.37978,4.06244,3.7048831861,711.5516005502,484927,82.5274902376,1.9189319621719E-005,22.4121127628,1010.6783136538,387797,99.3921819788
50427,session_1,anat_1,UM_2,0.5651771374,2553357,7.5004164191,35.2766505317,463.1148179308,185424,112.2410284628,0.4297148756,5737.149487903,331.2224725777,4655603,463.545768052,4.941802674,4.0769072123,6.07199,4.87523,693.9679580837,385339,72.6456939535,0.000010966,44.1605444378,958.5575269421,356320,81.8518335831
50428,session_1,anat_1,UM_2,0.830906502,3814233,10.637701524,16.7480082859,376.4233023652,179647,116.4889036744,0.4116265182,1680.625343287,293.4330946698,3132583,324.4041392795,4.9327653092,5.44358,5.15799,4.2747000728,517.9093753822,376134,57.8605527137,1.83523135581911E-005,27.5842571827,696.0696886482,314628,65.3545976169
50432,session_1,anat_1,UM_2,17.2218127259,15727993,14.959685106,8.9387875046,150.6495612522,1258354,42.7084914424,0.5214314488,147.4637059814,126.7439363977,23593607,148.3399325116,8.0128862724,4.7591414776,10.6646,10.13664,251.680228454,2906844,42.0102491517,0.1313729603,8.4723665973,385.4016747522,2340406,36.5875589976
50433,session_1,anat_1,USM,14.2475537509,13947476,14.0623422186,9.2182599296,155.7905820379,974988,38.3062165779,0.4444228719,164.276401862,89.3226870019,25374124,137.6620526823,8.8423943059,5.1213914632,11.94962,11.2971,247.4632972236,2364644,36.5016191656,0.1167274997,6.3519067886,377.0936230131,1699486,33.1391170327
50434,session_1,anat_1,USM,8.9719601152,17842584,12.9220980488,9.4921221953,161.5069906692,738842,39.237224193,0.4174237729,202.3679843442,99.7719714907,21479016,144.9329368175,8.8221831701,5.1514831286,11.61164,11.47894,256.1545727908,2014973,35.1820358266,0.0731650752,7.7210350141,378.8127064895,1379610,31.9034418232
50435,session_1,anat_1,USM,17.1940404865,15407063,14.9368758002,9.880458353,170.3235206228,1003936,42.4687317129,0.4613971922,142.78605905,107.7498345881,23914537,154.6037519202,9.1144305169,5.4261664511,12.4423,11.21486,270.2857387234,2437685,41.5741303149,0.1536185709,7.2136794889,417.8689179915,1892693,41.2635620551
50436,session_1,anat_1,USM,14.3588571911,17411135,14.3304186733,9.2980033077,156.6020679163,1043756,36.2670150966,0.4462770107,118.3869938667,97.16236958,21910465,139.1807758683,9.3741727406,5.4770586598,12.32048,12.2074,245.1550107419,2397150,34.8216295138,0.1400355577,6.7801487029,378.3992909671,1695831,37.5267176471
50437,session_1,anat_1,USM,13.7670466049,16230710,13.9517159969,9.2209149986,168.2937367024,1094184,36.5092016618,0.441552428,188.0343959935,109.9051784059,23090890,160.3394532525,8.6456307579,4.8044998091,11.70464,11.49166,256.0427399495,2236596,38.3072719675,0.1256943781,7.8775383924,384.6903272408,1730530,37.513710855
50438,session_1,anat_1,USM,14.8195638238,13995536,15.3469573186,9.8716918581,163.7110959797,859140,36.6768760208,0.4403751859,201.3271148515,105.6781103846,25326064,162.8382457217,8.753348792,4.9642831361,12.2127,11.0625206594,251.0049265835,2374465,38.8082786208,0.1337742263,6.8859323832,402.505360192,1670276,38.9249938127
50439,session_1,anat_1,USM,13.6160311225,14599876,15.6733832286,8.329734977,165.2680451596,1035527,39.8819673601,0.4704168276,224.8378278958,122.1353636987,24721724,166.3644446675,7.9245428453,4.6481081486,10.71092,9.99586,260.1710424569,2353632,38.2549424501,0.1022845673,7.7925334893,390.7261709436,1815651,34.3749410493
50440,session_1,anat_1,USM,11.2004855862,19212653,14.9659599871,8.0062043292,165.7910797304,1090124,37.3229464348,0.4406861915,159.0165247335,120.4293660926,20108947,158.1283757661,8.2667578559,4.6681998145,11.43598,10.58236,258.3154832819,2004420,35.6304260199,0.1010474712,8.0468854785,378.136016921,1625908,29.4311752524
50441,session_1,anat_1,USM,13.7235943835,16027149,16.0310290931,8.2577551282,159.7477278643,1018095,38.5652628022,0.4539924086,182.5413651785,118.8092623432,23294451,165.8522987087,7.9842351576,4.5814081513,11.14816,9.96546,249.8054809519,2312591,37.9837833327,0.1321695456,7.4112062085,382.1857936555,1791073,33.0231414844
50442,session_1,anat_1,USM,12.9907789201,15744902,14.8697911539,8.1603720208,172.6761587548,985066,41.7047046326,0.4654196804,205.7951860476,119.2328784124,23576698,160.181046539,8.4068764468,4.9042998051,11.62094,10.42524,268.6474461412,2126997,37.540714051,0.0977144856,8.0184635533,389.9904738288,1851006,33.1207786509
50443,session_1,anat_1,USM,17.3791551451,14158621,16.0906942104,8.5025815162,169.924220995,1047137,43.0407637888,0.4756585289,139.5575052781,104.7800220316,25162979,147.6534739453,8.7941594519,5.1235169721,12.27946,10.8102206443,265.5271099746,2439508,37.3332438066,0.1275731584,6.5118397418,402.3395491511,1740184,40.1876176297
50444,session_1,anat_1,USM,8.5667293821,6711796,13.8183088945,8.2844099566,160.3957416644,768845,37.3040692784,0.4975444865,327.9894247617,129.3001540039,20277404,174.4362692395,8.1301496987,4.8200248085,10.74846,10.37292,244.5969674259,1857366,33.7917009805,0.0710096076,9.3571619357,359.0735032147,1457841,33.5848397105
50445,session_1,anat_1,USM,12.3470503224,16625563,14.4725533789,9.4663646113,164.1275853017,895205,44.0368976853,0.4380360199,189.5826331051,110.4651735455,22696037,158.7448245301,8.3914902902,4.7330414786,11.21112,11.13596,265.4709611802,2276160,37.8529561478,0.0871243879,7.6327356102,402.473428321,1599786,38.0772307636
50446,session_1,anat_1,USM,12.6637120916,17925533,14.6021256012,8.0293521865,161.0234427045,1137838,35.5447142499,0.4684353566,171.826335408,124.3375822295,21396067,156.7255012473,7.5560668024,4.4029164917,10.45814,9.369,248.0420759757,2126653,35.7729929153,0.0885246759,8.5150330592,365.2876850997,1823612,32.0124424544
50447,session_1,anat_1,USM,14.1403293739,18348083,14.6702290438,9.1464584228,160.2513362223,1012369,37.8188406727,0.4645509952,151.5501293489,124.5374181164,20973517,159.5371066135,8.2361797369,4.4495498232,10.9823006546,11.43318,248.6094895238,2633051,34.8273807387,0.1342121681,8.4891256806,382.7901295257,1861329,39.3026477774
50448,session_1,anat_1,USM,15.0361238903,16819617,13.8048467975,9.589967629,151.4858233637,774020,37.7864856091,0.4425989781,145.2402129757,103.2615921006,22501983,151.6554728788,7.2931129052,4.1449831686,9.7006205782,9.64754,237.5785025512,2616450,36.1414018246,0.126261139,7.4800969265,369.9665364616,1801005,39.1474627338
50449,session_1,anat_1,USM,13.9294297042,16909820,15.6540398873,8.6403590607,157.2112830238,894317,39.6819372391,0.4511498162,130.479887045,104.1091930226,22411780,146.0468078751,8.256689633,4.7888419521,10.92976,10.75418,253.5940199217,2238265,38.2431148376,0.1152039466,6.6506278106,388.8505452983,1591606,34.7844516253
50450,session_1,anat_1,USM,16.1853088459,14486173,16.1955639287,8.045693527,174.8915895644,1139180,37.6722018524,0.4674458011,144.5216593213,104.2831414173,24835427,148.3694522979,9.1125782029,5.3835497861,12.36822,11.36444,264.3260787565,2245479,38.6649946242,0.1568193339,6.4389941515,394.6306226244,1856673,35.0251568258
50451,session_1,anat_1,USM,11.6613483408,13253356,13.9438079608,9.0035807619,153.8641702391,774440,37.0874245347,0.4254307187,255.8177393693,94.2617958463,26068244,151.9718618872,8.8965744902,5.0986997974,12.2279,11.29424,232.7277129275,2151707,32.5195189779,0.0916167196,6.7601186212,358.2719140309,1516266,33.1694192071
50452,session_1,anat_1,USM,12.4792191454,13814711,14.5211456537,8.8145103328,167.7958030017,1001430,41.9983402313,0.454977338,258.9338138538,111.0701519891,25506889,161.0063354579,7.8540652854,4.5145414873,10.84362,9.8968,263.1383030037,2278461,39.3699389399,0.1107209554,7.6488559951,391.1350914129,1814897,38.0899639834
50453,session_1,anat_1,USM,14.3878383387,17149532,14.5085210524,8.6308719576,151.6091494353,916450,34.9804035443,0.4255994791,113.9699742535,89.4405032494,22172068,139.2471055338,8.0806899275,4.680350279,10.5197,10.71674,236.1804225777,2288810,33.0554219807,0.1487100056,6.164687836,361.4016100746,1592597,43.3050118003
50454,session_1,anat_1,USM,14.425999114,14270694,14.5752332047,9.3333891126,161.6859547853,1022633,37.7198199941,0.4497391727,176.6351616001,98.6533386457,25050906,147.5097287234,8.5375542115,5.0872581312,11.58348,10.5603,252.4292691582,2276977,37.726975974,0.0966042717,6.7685598755,388.4655920652,1606301,33.6791330271
50455,session_1,anat_1,USM,14.6742930429,14049049,16.5468666697,7.1846579098,166.0014154857,1119757,39.3976512788,0.4757641355,179.8653399634,112.2618400889,25272551,154.2509064494,8.3202508915,4.8671586234,11.19116,10.57448,263.8858099268,2131779,36.2057280323,0.1458511533,6.7844772264,382.7693864279,1763721,35.4140424152
50456,session_1,anat_1,USM,13.651983888,12902644,16.0467986665,7.9771184772,158.0641643138,1094783,36.3096887393,0.4697135312,182.597835901,98.1958167083,26418956,140.7675905935,8.9793161613,5.3289669843,12.2599,11.08154,244.2311969227,2251081,35.2308943148,0.1281808597,6.1193399848,372.2384110642,1739957,38.4966952003
50457,session_1,anat_1,USM,12.5810347999,14359047,15.1157151802,8.1691563375,164.3852708764,1022016,38.3312533136,0.4508406725,235.7144943162,112.117963375,24962553,162.6516898835,8.0666332543,4.6992498133,10.99762,10.15664,258.7830292696,2132283,37.1287563557,0.1116402781,7.4173111916,382.2656697306,1739931,31.9199557605
50458,session_1,anat_1,USM,9.3949937671,16343906,13.3319753328,8.3066232011,145.477083362,873252,37.4510522012,0.4437779638,237.898455757,106.9808382425,22977694,148.502217659,8.4982821672,4.9269081376,11.57016,10.7666,229.5595695999,1978996,33.032753665,0.0908456644,8.0243801516,340.3032652155,1599435,31.5423304389
50459,session_1,anat_1,USM,11.6176141613,14148207,14.5320585943,8.6193934236,162.0061680915,889254,40.4741455558,0.4492058706,197.4355525544,95.0610655862,25173393,139.8137511885,8.7435046393,5.2235247924,11.8312207052,10.8159,258.520022434,2048677,39.0101773032,0.0779313591,6.54147277,383.7775527121,1656307,33.7492965189
50460,session_1,anat_1,USM,14.7431123592,16412296,14.223375379,9.3942271056,153.9343675736,1126044,34.8097614025,0.4781103076,146.3815768514,109.8595779688,22909304,143.8125399101,8.4389483673,4.8484831407,11.33516,10.9353,239.5643416985,2510658,37.3033831893,0.1418551067,7.7238753138,373.1819602173,1879812,33.7397080514
50461,session_1,anat_1,USM,12.9479428858,15907989,13.46415594,9.524806364,155.1215807704,748597,38.36016236,0.4367471677,153.1147780461,90.9378651589,23413611,136.909458544,8.7570534199,5.125916463,11.70756,11.19014,243.9735341902,2322317,34.6459470443,0.1112510198,6.7540709989,372.2170123741,1625170,34.4025804381
50462,session_1,anat_1,USM,12.7827141013,14560319,14.0015417509,8.2080655884,152.8362665844,1101565,35.9146120366,0.4581830769,159.5249784314,89.9797442628,24761281,130.3674086187,8.7829260638,5.1037331305,11.81976,11.23106,241.9622263283,2007880,35.5055656804,0.1124932771,6.4264168806,356.8877993586,1642094,31.5913114673
50463,session_1,anat_1,USM,15.2838800035,13744730,17.5560926189,6.8729603818,156.6471327583,1033502,38.055695593,0.4558016243,151.0302806164,100.8672426298,25576870,150.1703471921,8.424712438,4.8004581426,11.59472,10.74292,249.5197598139,2128183,34.6000401553,0.1703505998,5.745426663,370.182088842,1588708,35.9526050777
50464,session_1,anat_1,USM,13.9821807498,13765394,13.6943988389,9.7329396557,144.8490880952,840000,33.8584788195,0.4230202979,195.3084579072,89.6679395995,25556206,148.1448944616,8.0025939793,4.5248498202,11.07310066,10.22868,226.6732959056,2443820,31.6662187971,0.1293277185,6.5477821009,359.9600534261,1641893,38.4585303835
50465,session_1,anat_1,USM,12.1149636254,10263629,14.1031962409,8.4204678993,159.0384542847,768835,42.9861730686,0.4269335131,313.2623013201,85.6561356951,29057971,145.3500789731,8.3836926458,4.7614248108,11.4730006838,10.7867606429,254.6032396676,1970696,36.3236106544,0.0959446215,6.073526471,373.3587508908,1623589,31.1744433096
50466,session_1,anat_1,USM,12.7002785631,10251539,13.8394035339,8.294348161,156.3719710068,869307,39.2172479705,0.4232101332,274.52388302,79.8435874283,29070061,138.0015098426,8.3568340929,4.9570831364,11.2974,10.42128,249.0551519388,1753864,36.676084594,0.0876703488,5.7692939752,363.8439831891,1540193,31.2236037339
50467,session_1,anat_1,USM,12.477500618,13369145,14.810417215,7.910456605,159.6475366496,1047760,37.9480705195,0.4448962773,167.0723995028,84.5982649811,25952455,129.8606676787,9.4731520352,5.6564831086,13.0044407751,11.55702,250.1248129835,2003165,34.6114231966,0.0910184608,5.7120784481,367.281975665,1532689,32.4102863081
50468,session_1,anat_1,USM,11.8179002287,13202971,15.1531907639,7.586967395,160.3552128755,949898,38.0282993669,0.4598545249,278.156594068,112.1324634229,26118629,161.4542641363,7.8962353048,4.4753831555,10.90858,10.08466,251.8502070387,2140421,35.3674975812,0.0808483939,7.3999242252,366.8169712938,1758817,32.3464839825
50469,session_1,anat_1,USM,11.8323194906,13536123,15.7235163431,8.6034952098,176.4915308889,1011027,42.7194142016,0.4451869193,326.2208313795,124.2816815838,25785477,184.1297129843,8.4926057211,4.9253248043,11.6641,10.662,279.4572853082,2047621,41.7365477383,0.0902946139,7.9041913318,414.7344828473,1750595,35.453061854
50470,session_1,anat_1,USM,14.0024857166,14935733,13.2364024635,10.1551001927,148.8243008318,791512,33.5977550721,0.4254348687,185.9059748838,93.94468177,24385867,150.446512934,8.2833091777,4.7189252813,11.34784,10.6134,232.4279169755,2406808,34.195553919,0.1500875116,7.0974482703,366.8449101825,1668272,38.581543361
50471,session_1,anat_1,USM,12.4269609668,13294590,14.208195181,8.6122805043,165.0114600232,982546,38.5583054426,0.4559096537,235.1013488436,100.4035226098,26027010,147.5179008819,8.6257333205,5.0036586316,11.87976,10.79676,251.8490726492,2254217,36.235177679,0.0957851276,7.0665922963,374.2140350075,1794071,31.7531324093
50472,session_1,anat_1,USM,12.7734481246,13007149,15.0661984765,8.2642957054,153.5482719584,930157,37.6675369238,0.4383889982,158.530108677,80.4896494325,26314451,127.5661858973,9.5754475694,5.6486003367,13.3715,11.62404,244.2446307743,2005643,35.9871851819,0.1042840364,5.3423993822,368.7561501402,1508990,34.2719131479
50473,session_1,anat_1,USM,15.4941149861,13449586,14.5137306405,8.8933486065,148.0155300671,1091560,40.6733077163,0.4756288915,161.4473277857,96.4831794309,25872014,137.2661940971,8.7299707968,5.1337836393,11.95724,10.8385,249.1735408196,2369892,38.6368733961,0.1080465228,6.6477173802,378.2492069873,1833199,35.684129585
50474,session_1,anat_1,USM,14.3597983515,14261052,14.6604828869,8.6357402631,169.2374829426,1024482,37.9071600496,0.4426194344,156.5904910504,91.1026799973,25060548,140.0982706198,9.1258431612,5.4804503267,12.39988,11.1837,262.3500908862,1993151,38.7304909538,0.1231449125,6.2141663886,388.9542132287,1686011,31.0247746928
50475,session_1,anat_1,USM,13.2450560999,14851534,15.1293274694,8.5998865913,167.4383181825,970902,40.9326623483,0.4456684816,232.040631403,116.2549012741,24470066,169.8834122465,8.4677339243,4.94939147,11.52954,10.63988,266.3372753608,2174431,40.1680417094,0.1087814902,7.6840759452,396.4477757997,1741300,31.6612020001
50476,session_1,anat_1,USM,11.4177515213,15504305,13.8083412656,7.5416284476,140.1612282017,813710,40.1894179277,0.43092181,192.8669058616,95.375881518,23817295,144.5636659195,7.9896128434,4.5815919398,10.90066,10.21196,226.8762715425,2089883,27.6015789066,0.0860281709,6.9071208253,331.0136508457,1462620,31.2701494162
