subject,session,scan,site,bg_mean,bg_size,bg_std,efc,fber,fg_mean,fg_size,fg_std,fwhm,fwhm_x,fwhm_y,fwhm_z,ghost_x,ghost_y,ghost_z,snr
50260,session_1,rest_1,TRINITY,29099.8463824591,202045,80293.1533424384,0.4055707172,143.1805791644,1001756.7012656,41155,201849.935018596,2.1539181203,2.1540403424,2.4567837238,1.8882862217,-0.0110611,0.0154954,,12.4762406203
50261,session_1,rest_1,TRINITY,22917.8182356772,200579,62824.0665677133,0.4071271572,185.5734100047,894179.109071636,42621,174044.430125797,2.0289733825,2.0572968302,2.2784435144,1.7819462181,-0.00701944,0.0093316,,14.2330663697
50262,session_1,rest_1,TRINITY,27876.2619315982,199299,80256.2714741805,0.4155490987,131.5430924737,953698.499831653,43901,199705.482549686,1.9972991674,1.9864903157,2.3186070352,1.7298838956,-0.0188218,0.0235359,,11.8831647959
50263,session_1,rest_1,TRINITY,32372.2285353766,195013,83330.727659863,0.4403396082,138.1699678962,1032764.80777962,48187,193686.510527258,1.8629821565,1.8791765173,2.1260466667,1.6184016095,-0.00312209,0.0241004,,12.3935652164
50264,session_1,rest_1,TRINITY,28882.2395474649,198942,76791.9022922816,0.420257779,147.6317747119,977859.198687949,44258,193534.451242778,1.9461710937,1.9486265118,2.1993533333,1.7199614566,-0.0176406,0.019973,,12.7338842964
50265,session_1,rest_1,TRINITY,19460.3733762814,206013,66771.8478895234,0.3665730914,260.4266719194,1102492.67270526,37187,210066.968526699,2.1556554785,2.1650836775,2.436826473,1.8986201523,-0.0100412,0.0106705,,16.5113398468
50266,session_1,rest_1,TRINITY,27055.6162345417,204133,75662.3906267307,0.3937993358,161.9298860202,1002528.16331789,39067,200975.886277409,1.9657720111,2.0104833333,2.1682205169,1.7425920037,-0.0112165,0.00983321,,13.2500196599
50267,session_1,rest_1,TRINITY,29406.0924263649,199238,80041.3363137863,0.4190099125,143.4793299492,1005213.52490805,43962,181004.005757181,1.9936181659,1.9988965078,2.2952298176,1.7270641628,-0.00852507,0.0176184,,12.5586799422
50268,session_1,rest_1,TRINITY,33107.5953834807,200524,89661.0382614684,0.41761722,123.4165149287,1043582.64646918,42676,195714.154297728,1.9657812206,1.9703031767,2.2602470259,1.7057483391,-0.00646565,0.0138113,,11.6391987724
50269,session_1,rest_1,TRINITY,25912.4041520456,203389,79508.645369764,0.3924432889,155.190484738,1023076.00582283,39811,196232.539361857,1.9831840074,1.9917866667,2.22279351,1.7617653611,-0.0120015,0.0119225,,12.8674812791
50270,session_1,rest_1,TRINITY,28485.8486833801,200049,75569.9915571475,0.4187981823,132.2302057132,911435.644896157,43151,177943.137856449,1.9137507695,1.9244666667,2.2347868443,1.6297037708,-0.0130617,0.0241705,,12.0608144333
50271,session_1,rest_1,TRINITY,28778.9593541581,201130,77767.3237213027,0.4104355205,149.6920965478,996788.981449166,42070,188736.210424989,1.9328789329,1.958776978,2.156273162,1.7097212684,-0.0159296,0.0187988,,12.817581135
50272,session_1,rest_1,UM_1,99.5946565413,124592,145.6857085014,0.5429905852,60.7476900276,1336.2445457815,39248,326.0844765487,2.5371984042,2.4112494545,2.7944232727,2.4239766667,0.0055394,0.0373616,,9.1721045223
50273,session_1,rest_1,UM_1,67.4710502167,122069,93.874605679,0.5643118734,52.3125137564,812.7493549593,41771,196.4502366083,2.4996002453,2.324512,2.7448232727,2.4477466667,0.0130636,0.0345892,,8.6578191097
50274,session_1,rest_1,UM_1,83.5328780678,123272,105.1046738738,0.5706150886,52.6326471504,948.269943752,40568,222.4130306823,2.4854906617,2.3383738182,2.6776116364,2.4523066667,0.00650967,0.0391581,,9.0221481957
50275,session_1,rest_1,UM_1,116.4939335167,126267,172.630910951,0.5200480053,93.0777241813,1970.6004101457,37573,392.0888717369,2.2715546719,2.2524538182,2.313696,2.2490966667,-0.00315051,0.0366763,,11.4151075221
50276,session_1,rest_1,UM_1,66.3152952282,127223,96.3888472385,0.5291924748,65.2564957306,918.1997523984,36617,224.0436496505,2.4832775728,2.3294836364,2.7284916364,2.40931,0.00436744,0.031761,,9.5259957838
50277,session_1,rest_1,UM_1,67.5369878791,128171,101.879316912,0.524258471,63.5438467391,949.2032349498,35669,220.0117342368,2.3917646708,2.2496,2.6208029091,2.32068,-0.00803829,0.0268377,,9.3169375661
50278,session_1,rest_1,UM_1,150.3439268288,113664,215.0017460983,0.5863215852,65.724144066,2070.677483524,50176,485.7282463989,2.5685591226,2.4466414545,2.7661701818,2.50391,-0.00846307,0.0611038,,9.630979846
50279,session_1,rest_1,UM_1,117.597244594,121275,168.3404531489,0.5419151997,99.3288232429,2005.4486320138,42565,408.0505753418,2.5239350912,2.4363752727,2.6840465455,2.45867,0.00355919,0.0373558,,11.9130523561
50280,session_1,rest_1,UM_1,70.457851367,126169,95.8138314857,0.5359714678,62.1470737615,898.5993962935,37671,267.4733927407,2.8051800351,2.6190749091,3.1582545455,2.6686166667,0.00268517,0.0490566,,9.3785978742
50281,session_1,rest_1,UM_1,136.0226673324,122908,184.9889904803,0.5493095241,74.7903477623,1940.0601247745,40932,423.3098792018,2.4434297953,2.3523985455,2.651424,2.33889,0.00380837,0.0357701,,10.4874356022
50282,session_1,rest_1,UM_1,161.691275708,126537,227.0410357069,0.54320303,56.8867847254,2050.0451088178,37303,465.6511319795,2.3443126344,2.2537425455,2.5235898182,2.2652933333,0.0119334,0.0273774,,9.0294034399
50283,session_1,rest_1,UM_1,130.908462566,128152,193.4623023368,0.5115717648,92.5327795881,2198.8874521121,35688,462.3714469904,2.2723705011,2.2099490909,2.4319563636,2.1832266667,0.00945458,0.0205835,,11.365973761
50284,session_1,rest_1,UM_1,134.9170142802,129013,220.540293751,0.5025192257,78.1398086815,2218.6643704211,34827,548.1617684775,2.4656063468,2.3267345455,2.680576,2.4032366667,-0.00228093,0.0164872,,10.0601315646
50285,session_1,rest_1,UM_1,128.8962535602,125906,204.7263924616,0.5207678761,80.6381395222,2126.3797896685,37934,444.995744956,2.1035730021,2.0345367273,2.2676392727,2.0175933333,0.000202154,0.026306,,10.3864468284
50286,session_1,rest_1,UM_1,117.597244594,121275,168.3404531489,0.5419151997,99.3288232429,2005.4486320138,42565,408.0505753418,2.5239350912,2.4363752727,2.6840465455,2.45867,0.00355919,0.0373558,,11.9130523561
50287,session_1,rest_1,UM_1,143.7771080171,119842,216.6616280837,0.563856692,57.9373081875,1933.3521183631,43998,423.7068921962,2.1630646075,1.9627898182,2.4132538182,2.1366366667,-0.00869818,0.0567526,,8.9233711362
50288,session_1,rest_1,UM_1,147.7505853192,126500,229.4987745548,0.5188394964,74.3324877553,2277.6654143033,37340,591.3738253623,2.6926991047,2.5417978182,2.9617454545,2.59343,-0.0114594,0.0466355,,9.9245210295
50289,session_1,rest_1,UM_1,135.7508577473,124180,205.9728088812,0.5374137213,64.3511992729,1916.3383572519,39660,493.5689232858,2.3951193118,2.2966341818,2.4949730909,2.39786,-0.00393733,0.0397953,,9.303841452
50290,session_1,rest_1,UM_1,142.039064181,123179,211.9700764204,0.5426271836,73.5013883441,2145.584766911,40661,426.4050400083,2.2211193795,2.1338676364,2.3529454545,2.1824133333,-0.000432947,0.0368316,,10.1221115883
50291,session_1,rest_1,UM_1,135.7871352832,130693,194.4322272815,0.5188017195,61.5726644274,1805.7609077905,33147,449.6346503308,2.7189669788,2.5874589091,2.8681192727,2.7085766667,0.0102436,0.0253349,,9.2873539178
50292,session_1,rest_1,UM_1,129.4194880778,125757,203.6132676803,0.5232014716,76.1738238254,2053.6655039629,38083,465.0779944326,2.6131435801,2.4314501818,2.8916189091,2.5379533333,-0.0139179,0.0361774,,10.086108471
50293,session_1,rest_1,UM_1,130.3148521825,120840,208.6445555463,0.5406614288,84.2215277492,2207.7903290068,43000,471.4989715671,2.3292806768,2.2535156364,2.4774923636,2.2635633333,0.00721165,0.027677,,10.5815861009
50294,session_1,rest_1,UM_1,118.9742667594,124944,194.8030169433,0.5216625655,84.0822460982,2052.0971877513,38896,412.1737773817,2.1323766438,2.0150865455,2.2830836364,2.10754,0.00265066,0.0223863,,10.5342166664
50295,session_1,rest_1,UM_1,124.1803672457,122903,189.2739392216,0.5400115357,73.4671235948,1893.8683944163,40937,422.0159939402,2.3607814256,2.2553570909,2.5463214545,2.29107,-0.000457821,0.0418234,,10.005964911
50296,session_1,rest_1,UM_1,158.9098800056,125823,202.6197090036,0.5658150622,42.9215595358,1624.7565752268,38017,454.0328409801,2.4404313185,2.3582952727,2.702336,2.2806666667,-0.00172507,0.044017,,8.0187489323
50297,session_1,rest_1,UM_1,134.6944350688,123281,182.0036637205,0.5558667788,60.3387429542,1710.1647295528,40559,410.7672295533,2.4342852022,2.3057512727,2.6637003636,2.3486433333,0.004059,0.0428983,,9.396320352
50298,session_1,rest_1,UM_1,124.9546735533,125534,198.9538389386,0.5194159959,82.7385508235,2082.9240605847,38306,477.8287236503,2.5334297603,2.3986850909,2.7731025455,2.4444833333,0.00379639,0.0263678,,10.4693836103
50299,session_1,rest_1,UM_1,125.0345979964,127905,182.4071151062,0.5138298383,86.4106549518,1998.6928813883,35935,480.8070103523,2.677688456,2.5146501818,2.9210472727,2.61375,0.00411526,0.0244822,,10.9573186343
50300,session_1,rest_1,UM_1,152.2868277412,130943,242.1573238576,0.500626513,73.9254265222,2400.8149325827,32897,534.2590328567,2.3644404805,2.2828276364,2.5507636364,2.27008,-0.0172093,0.0286352,,9.9142776041
50301,session_1,rest_1,UM_1,120.6437752929,122762,165.7635487932,0.5586516692,59.6239798814,1545.5682553613,41078,342.5760867108,2.1935820995,2.0934807273,2.3101410909,2.1825,-0.000563738,0.0344583,,9.3239331965
50302,session_1,rest_1,UM_1,140.8656883541,130432,226.9517587425,0.4962142523,79.2100379172,2305.0587610025,33408,581.6155329169,2.4908422578,2.3460858182,2.7081250909,2.4323533333,-0.00789225,0.0287822,,10.1566023272
50303,session_1,rest_1,UM_1,120.6158507885,123642,166.5151437976,0.5363239684,88.7682722624,1887.2579655935,40198,436.8356778691,2.7572865986,2.6433309091,3.0145454545,2.6306966667,0.00694151,0.0317205,,11.33385182
50304,session_1,rest_1,UM_1,149.6411134222,120351,205.3180414944,0.5694196409,56.973374129,1868.5516314648,43489,431.2777393061,2.4287235605,2.3715723636,2.5739869091,2.3468866667,0.0159112,0.0406597,,9.1007668779
50305,session_1,rest_1,UM_1,133.7646157914,123897,194.3763405021,0.5354291785,84.7792209124,2127.7261264684,39943,439.0649630798,2.4979442337,2.3428421818,2.6223156364,2.5369966667,-0.00210893,0.0198469,,10.9464254804
50306,session_1,rest_1,UM_1,140.9244456708,124120,207.1469018225,0.5305942889,87.5643224333,2288.3063923643,39720,509.8213336056,2.7438254166,2.6047941818,3.0413090909,2.6075566667,-0.00308416,0.0357924,,11.0467806771
50307,session_1,rest_1,UM_1,124.5442787742,128022,200.5725111846,0.5031396308,96.9261345306,2276.0218183528,35818,471.635169544,2.2374998906,2.1893410909,2.3344552727,2.1917466667,0.00459334,0.0172749,,11.3476258781
50308,session_1,rest_1,UM_1,145.4322608711,124167,206.047938377,0.5390609344,76.8070047241,2157.3686213854,39673,480.6157773827,2.5289487879,2.4204276364,2.7363752727,2.44204,0.000268734,0.0390727,,10.4702266782
50309,session_1,rest_1,UM_1,139.9445061984,133671,228.5364582243,0.4867857026,77.1708650339,2308.4682964565,30169,461.1806784261,2.3495729064,2.1919301818,2.5956363636,2.2797966667,-0.0134949,0.0160993,,10.1010942166
50310,session_1,rest_1,UM_1,127.7287646658,123956,214.8203535174,0.5200992954,92.8418708711,2359.2524441704,39884,482.7758812097,2.3472715374,2.2206196364,2.5307112727,2.3013033333,-0.0003319,0.0240078,,10.9824437282
50311,session_1,rest_1,UM_1,127.7284409301,124354,205.316237585,0.5170744816,101.8878322358,2383.9584751787,39486,523.3950573105,2.7176032046,2.5969250909,2.9435054545,2.6256433333,-0.00869672,0.0290557,,11.6111541066
50312,session_1,rest_1,UM_1,137.9546762753,122879,209.5873370441,0.5360633983,80.6990361537,2197.4854440998,40961,501.754106948,2.5344373702,2.3401367273,2.801152,2.4835166667,-0.00241411,0.0229429,,10.4848197181
50313,session_1,rest_1,UM_1,133.2264788556,130927,182.8441486513,0.5131170004,77.4193451383,1942.9246332822,32913,432.7992876571,2.5334875989,2.3856552727,2.7707229091,2.4601166667,-0.0069274,0.0285061,,10.6261242026
50314,session_1,rest_1,UM_1,139.1465948574,123967,202.5789108671,0.5567795027,48.9676243644,1676.4936655257,39873,383.4267618321,2.3669488509,2.2228654545,2.5776378182,2.31436,0.00386331,0.0465774,,8.2757561404
50315,session_1,rest_1,UM_1,123.133698432,123866,182.3549606396,0.5417425412,66.4652622613,1748.3290894663,39974,401.5625200921,2.5478863756,2.471104,2.7477963636,2.43593,-0.000109458,0.0338967,,9.5875049592
50316,session_1,rest_1,UM_1,125.1982655607,127333,191.6400000139,0.514445672,86.0680380905,2076.0540070726,36507,447.2149900712,2.4932532158,2.3986938182,2.7027025455,2.3907066667,0.00309119,0.025426,,10.8330933361
50317,session_1,rest_1,UM_1,142.5417123805,120885,198.8589740454,0.5608187668,65.4905396591,1932.6407981268,42955,430.4515662034,2.7620872056,2.5637701818,3.0362181818,2.7070666667,0.00778496,0.0396119,,9.718650151
50318,session_1,rest_1,UM_1,143.3022654858,126550,233.4161604973,0.5176000928,76.2327406294,2340.0639592341,37290,492.7654502386,2.3317312086,2.2257745455,2.5345949091,2.2472166667,-0.0106717,0.0328183,,10.0252868278
50319,session_1,rest_1,UM_1,137.7419527376,127344,216.8608962172,0.5132208869,79.296817074,2225.6500247034,36496,529.3126725345,2.6694936343,2.5135476364,2.873088,2.6342133333,-0.00209924,0.0239485,,10.2630306502
50320,session_1,rest_1,UM_1,147.7353877758,124720,202.2630639121,0.5465908939,65.8552446016,1984.0915099509,39120,441.397423268,2.4224830759,2.2682792727,2.639936,2.37406,-0.00834544,0.0502761,,9.8094603709
50321,session_1,rest_1,UM_1,119.5283074423,122832,182.3632538491,0.5408170073,72.3068116456,1810.6097601447,41008,399.3167495018,2.4024343774,2.3218414545,2.593696,2.3025133333,0.00113082,0.0334271,,9.9285888024
50322,session_1,rest_1,UM_1,137.2706334144,120709,204.5662612169,0.5490136385,79.0755920804,2142.2137541897,43131,458.2112433591,2.4754023856,2.2866269091,2.7536232727,2.4090066667,-0.00572305,0.0351363,,10.4719797949
50323,session_1,rest_1,UM_1,183.4703772454,122262,230.3633380428,0.5699625832,57.2515758451,2171.9660640854,41578,497.8043927312,2.859749268,2.7224,3.1700945455,2.7099233333,-0.0110102,0.0526512,,9.4284363238
50324,session_1,rest_1,UM_1,139.3637986602,121206,202.2927750804,0.5609100442,57.7398139353,1820.2627454385,42634,413.3815155622,2.453706808,2.3663709091,2.654528,2.35179,-0.00613057,0.037512,,8.9981599428
50325,session_1,rest_1,UM_1,129.2603617258,122975,198.8561215201,0.5327937881,87.1453440571,2164.0212933076,40865,467.9765460315,2.5600598869,2.4395112727,2.7546967273,2.4967433333,-0.00635874,0.024783,,10.8823468786
50326,session_1,rest_1,UM_1,138.7459147657,124958,197.5093013561,0.5427602065,66.386573164,1925.8385369624,38882,398.4931705476,2.2286871086,2.1298327273,2.4134050909,2.1536366667,0.00722262,0.021396,,9.7506219896
50327,session_1,rest_1,UM_1,71.00984099,127368,105.5630172272,0.535265261,54.9347674438,918.4001263524,36472,213.8198741554,2.3961451866,2.2980945455,2.5770065455,2.3230366667,-0.00363779,0.0272331,,8.7000177759
50328,session_1,rest_1,UM_1,67.6144050299,123349,102.3129578992,0.5512656336,54.2368419783,880.7183234379,40491,200.0775057479,2.3026444619,2.2030312727,2.4742283636,2.2398566667,-0.00626192,0.0320741,,8.6080819236
50329,session_1,rest_1,UM_1,162.156634569,116447,214.5445045046,0.5878329121,58.2183105821,2005.2134942682,47393,435.5208127272,2.2137464752,2.0795694545,2.441216,2.1369966667,-0.0114082,0.0587574,,9.3463754707
50330,session_1,rest_1,UM_1,131.962139479,125157,192.6521840162,0.5401554596,64.5673994413,1834.3205138501,38683,394.9980483484,2.3354968083,2.2923432727,2.4258618182,2.2908266667,-0.000909702,0.0275494,,9.5214104279
50331,session_1,rest_1,UM_1,147.4816895159,124459,206.3864461285,0.5545016867,54.6656721111,1832.5868853449,39381,398.8855826435,2.1716886529,2.0980625455,2.3063563636,2.1166466667,-0.0101933,0.0497676,,8.879395521
50332,session_1,rest_1,UM_1,135.3242547778,123744,205.11779846,0.5352968589,75.7898300351,2086.4339598194,40096,472.7041094618,2.2613202771,2.1776290909,2.4480669091,2.1690966667,0.00758565,0.0230423,,10.1718815992
50333,session_1,rest_1,UM_1,145.2064966504,119599,222.5293525974,0.5545522233,71.4394529713,2191.9230341579,44241,489.2372076644,2.3680599616,2.2650589091,2.5578094545,2.29208,-0.00339754,0.0437168,,9.8500400445
50334,session_1,rest_1,UM_1,129.8228541835,123342,202.3028228771,0.5308935401,85.7920914997,2177.2143622606,40498,465.5856952154,2.3510036516,2.2665454545,2.5329512727,2.26344,-0.0082075,0.0313057,,10.7621551261
50335,session_1,rest_1,UM_1,139.3884600883,123732,203.8161756153,0.5523267022,57.7974519786,1841.0898730934,40108,366.3895545399,2.0654695161,1.9773265455,2.1968872727,2.0284733333,0.00443334,0.0379053,,9.0330900751
50336,session_1,rest_1,UM_1,127.2793177004,131947,207.3948330608,0.4889008067,81.1994287755,2133.885746526,31893,504.4771843864,2.3308270994,2.1849163636,2.5293207273,2.2913466667,0.00412439,0.0134466,,10.2890014907
50337,session_1,rest_1,UM_1,138.0834960321,122071,211.3078857079,0.5432267411,76.4068008492,2162.3094937745,41769,439.1851393731,2.3168301489,2.2322007273,2.4179956364,2.30406,0.000179642,0.0329452,,10.2329805938
50338,session_1,rest_1,UM_1,121.7851552884,130148,196.695725413,0.5035669819,73.9363532173,1944.2742235905,33692,420.6737099012,2.2100356699,2.1204392727,2.3508596364,2.1654366667,0.00471888,0.0167388,,9.8846795959
50339,session_1,rest_1,UM_1,138.5994584255,121207,184.2920607531,0.5718016447,53.6542176986,1646.8155318807,42633,375.4042133321,2.1609611076,1.9953687273,2.3805905455,2.12438,0.00679249,0.0466433,,8.9359005762
50340,session_1,rest_1,UM_1,127.6265243151,129418,186.9962306322,0.5181817665,67.3253568032,1806.2178859375,34422,434.0812281322,2.3059595291,2.1493032727,2.475392,2.3046966667,-0.000324692,0.0353756,,9.6591138753
50341,session_1,rest_1,UM_1,120.2517502789,131005,191.8700510584,0.4991088565,77.0846443492,1942.4953940103,32835,423.3183128472,2.2221026363,2.1219403636,2.4119418182,2.1438433333,-0.00432982,0.0290611,,10.1240156204
50342,session_1,rest_1,UM_1,129.4449910474,124046,200.9312237007,0.5337997989,71.7951823365,1972.3955561468,39794,459.6029882888,2.3571649887,2.2326138182,2.622752,2.2366566667,-0.00319831,0.0453514,,9.8162720548
50343,session_1,rest_1,UM_1,135.0322998301,134013,224.8618117587,0.4781885961,81.4913761067,2310.6339434573,29827,517.0000879089,2.3996002842,2.2512,2.6330734545,2.33099,-0.010525,0.0314257,,10.2757952779
50344,session_1,rest_1,UM_1,128.9702054501,129566,194.285524353,0.5219073116,57.911094825,1726.219573988,34274,411.4805930603,2.3465774737,2.2273047273,2.5601716364,2.26598,0.000826436,0.0323164,,8.8849623755
50345,session_1,rest_1,UM_1,141.3276589909,126445,209.1200885944,0.531391522,61.6009490982,1916.2658441786,37395,502.1757854852,3.0114478391,2.8843752727,3.2530618182,2.9106,0.00872882,0.029202,,9.1634708892
50346,session_1,rest_1,UM_1,138.8897678556,119472,179.7259423211,0.5824414161,51.6478433752,1590.522463192,44368,367.159272234,2.3537433766,2.2873949091,2.5332101818,2.25043,0.000314238,0.0503063,,8.8497099676
50347,session_1,rest_1,UM_1,152.4298661619,124544,214.8150760306,0.553093342,54.791414967,1902.3951006759,39296,426.9720479325,2.3733384983,2.2722967273,2.5593716364,2.2986933333,0.0151728,0.0390837,,8.8559664239
50348,session_1,rest_1,UM_1,120.3861362053,128372,181.4132409432,0.5189484063,70.8346987299,1787.9290541652,35468,401.4141317549,2.2213750871,2.1112203636,2.3794152727,2.1820333333,-0.00304032,0.02885,,9.8555598526
50349,session_1,rest_1,UM_1,138.8352532092,121755,203.2565582436,0.5514489922,68.890720133,1999.2306428663,42085,420.748108525,2.3111497859,2.2200901818,2.4568232727,2.2632866667,0.000551482,0.035477,,9.8359957491
50350,session_1,rest_1,UM_1,126.3483151356,118166,199.0540209307,0.5601120073,69.2041477664,1915.9880731094,45674,419.3687775547,2.2947601423,2.2021381818,2.4961949091,2.19831,-0.0221374,0.0589033,,9.625467821
50351,session_1,rest_1,UM_1,138.9655105363,124062,198.9802103457,0.5577283959,48.3186492679,1641.0779550915,39778,391.2317283098,2.3195850946,2.2184930909,2.4795374545,2.26883,0.008211,0.0379468,,8.247443061
50352,session_1,rest_1,UM_1,133.902622644,121608,189.7497131035,0.5678153286,50.5711536279,1613.0510744177,42232,354.4288701646,2.3427662119,2.2679272727,2.4701061818,2.2953133333,0.0263165,0.0178241,,8.5009407816
50353,session_1,rest_1,UM_1,128.3711831009,125822,204.4591097852,0.519749608,79.201324876,2093.6795488007,38018,482.2924109105,2.4473780434,2.3720087273,2.6234152727,2.3556966667,0.00215766,0.022213,,10.2400893313
50354,session_1,rest_1,UM_1,132.3061027214,127387,191.2668183228,0.5228535424,78.2008242548,2007.3048265604,36453,447.6430202788,2.4448879378,2.2816029091,2.7161803636,2.3581866667,-0.0062412,0.0341564,,10.4947886108
50355,session_1,rest_1,UM_1,122.9623749992,124641,177.5223873964,0.5366258319,75.1728738745,1828.8705573477,39199,401.011135454,2.3883735001,2.2336203636,2.5951330909,2.3503766667,-0.00492235,0.032339,,10.302196721
50356,session_1,rest_1,UM_1,135.4855664652,130123,199.7956654989,0.5223779654,59.3560983923,1816.1609984114,33717,400.6092481019,2.0619048295,2.0043054545,2.1347810909,2.0487433333,-0.00285357,0.0279304,,9.0900920892
50357,session_1,rest_1,UM_1,137.9437877185,125268,231.1332175566,0.5163410472,82.3557831325,2379.8553045972,38572,550.3773225657,2.3995241807,2.2107083636,2.6504727273,2.35788,-0.0151195,0.0319428,,10.2964659505
50358,session_1,rest_1,UM_1,116.3382655859,126258,186.5420924724,0.5113488711,94.3365586706,2084.8254232833,37582,461.6726662576,2.3985378797,2.301888,2.6369949091,2.27324,0.000998006,0.0250951,,11.1761661706
50359,session_1,rest_1,UM_1,125.1126202865,131730,194.0857875397,0.4957781603,82.7125253821,2053.5686423231,32110,439.596403958,2.4808970562,2.3136581818,2.6978850909,2.4462633333,-0.00828837,0.0250372,,10.5807265352
50360,session_1,rest_1,UM_1,138.572594782,125123,211.4077547389,0.5322238695,69.5959558362,2058.3412202822,38717,458.4743673451,2.275372022,2.1231505455,2.4874298182,2.2306233333,0.00363132,0.0359414,,9.736356279
50361,session_1,rest_1,UM_1,123.9423766001,127113,193.0449356003,0.5192533844,74.7708881348,1936.6655208648,36727,429.444490457,2.3077281738,2.2104349091,2.4631272727,2.2573033333,-0.00356884,0.0312473,,10.0322006109
50362,session_1,rest_1,UM_1,120.5731890773,126160,200.1724726065,0.5079941624,90.2738313624,2154.0216850133,37680,538.3798468996,2.3484891929,2.236192,2.5217076364,2.2970066667,-0.00619116,0.0349567,,10.7608286842
50363,session_1,rest_1,UM_1,145.3920032918,116227,213.0954889905,0.5728492502,68.505285673,2080.5581947838,47613,479.7908037563,2.5376032746,2.395648,2.7533003636,2.4773933333,-0.00830387,0.0507444,,9.7635018209
50364,session_1,rest_1,UM_1,118.1733869468,126772,186.8706667289,0.5173826747,79.9318612374,1932.0835484585,37068,417.8402144521,2.3664770094,2.2410181818,2.5186414545,2.34799,-0.000521219,0.0260375,,10.3391483654
50365,session_1,rest_1,UM_1,133.7617692504,131966,202.5867288516,0.5115684995,59.0660529056,1820.7661340803,31874,407.1261242461,2.211527298,2.0371810909,2.4160349091,2.19758,-0.00478086,0.0299249,,8.9875883993
50366,session_1,rest_1,UM_1,140.8323363845,123893,220.0399172987,0.5299740345,80.6469758279,2291.4990933444,39947,503.2772217373,2.4234054499,2.3146443636,2.6088494545,2.3569166667,-0.00611208,0.0323471,,10.4140154272
50367,session_1,rest_1,UM_1,119.6297347954,124535,188.1897801234,0.5234628957,88.6041004478,2051.1422810109,39305,445.9164823586,2.3726383464,2.2304407273,2.6124654545,2.2922066667,-0.00774192,0.0409748,,10.8993287503
50368,session_1,rest_1,UM_1,122.2743560136,120707,171.9141124457,0.5646811024,60.4095395588,1602.8829104054,43133,345.4308360155,2.12194438,2.0180770909,2.3328378182,2.0294533333,0.0103653,0.0380757,,9.3237424642
50369,session_1,rest_1,UM_1,131.0378921142,130690,212.7170038319,0.4981026951,79.3494252014,2179.718384668,33150,449.2471984185,2.2976277211,2.1499345455,2.5157789091,2.2425466667,-0.0122876,0.0368414,,10.2470340659
50370,session_1,rest_1,UM_1,127.5770716784,124629,204.975829242,0.5211968347,86.2081363244,2184.4488163155,39211,503.336866347,2.4579868672,2.3380276364,2.619936,2.42437,-0.00476964,0.024512,,10.6571044225
50371,session_1,rest_1,UM_1,134.3694714686,119486,195.565156906,0.5598634936,72.3208135347,1973.7668534306,44354,419.4416039582,2.3439290729,2.2189090909,2.5266356364,2.2969433333,-0.007657,0.0425908,,10.0926304289
50372,session_1,rest_1,UM_1,123.2250426829,121587,189.2762080682,0.544407068,75.1450192857,1911.6437446028,42253,422.8725542433,2.2902517727,2.1748712727,2.5320727273,2.1814233333,-0.00603873,0.0429263,,10.0997571967
50373,session_1,rest_1,UM_1,120.175820703,126274,179.7775446372,0.5275201942,73.8843666262,1817.4424616939,37566,389.7754896005,2.189932177,2.0647418182,2.3443461818,2.1697266667,0.00952545,0.0257314,,10.1093963952
50374,session_1,rest_1,UM_1,128.7086980744,127838,215.9511721667,0.4994103683,98.938795693,2448.7179335145,36002,506.7988997803,2.3360173561,2.2804829091,2.4938414545,2.2414666667,-0.00183629,0.0240116,,11.3392203846
50375,session_1,rest_1,UM_1,128.3875450227,130575,218.4240337519,0.4877129445,92.0390996818,2375.8083133121,33265,513.5189237563,2.4536702784,2.3398370909,2.6725614545,2.3623033333,-0.0106568,0.0240835,,10.8770462321
50376,session_1,rest_1,UM_1,134.2646797896,128101,204.5556942197,0.5101827607,87.9492927563,2240.6606420485,35739,494.8254510699,2.7166108153,2.5573498182,2.9667781818,2.64244,-0.00329356,0.0338088,,10.9537925629
50377,session_1,rest_1,UM_1,134.9749314554,118720,212.0816886051,0.5571079406,70.0971506521,2054.7010829892,45120,456.1713135817,2.4727326758,2.379552,2.6192465455,2.4258233333,-0.0028973,0.0370504,,9.6882531279
50378,session_1,rest_1,UM_1,149.2740937819,123989,226.4806503126,0.5391753703,65.9757732144,2147.0628688791,39851,494.2741447502,2.4772380013,2.4181992727,2.6152930909,2.4037566667,0.0082241,0.0256302,,9.480116142
50379,session_1,rest_1,UM_1,136.7784651054,127071,207.5970451077,0.5305694224,59.6437026995,1868.7670722374,36769,440.3858163889,2.3634328705,2.2947461818,2.5140538182,2.28834,-0.00769794,0.0364929,,9.0018963
50380,session_1,rest_1,UM_1,126.8406885529,123364,186.1260641285,0.5378608148,79.2947285229,1956.7577553474,40476,440.1745362084,2.3446627104,2.2142690909,2.5217338182,2.3084033333,-0.0027175,0.0286785,,10.5130775988
50381,session_1,rest_1,UM_1,135.1652129719,121988,184.23675914,0.563497259,59.6253474824,1726.5943432534,41852,363.3738523624,2.3733415425,2.2153629091,2.5754705455,2.3430366667,0.0134056,0.0322418,,9.3716061405
50382,session_1,rest_1,UM_2,133.861341947,123898,189.1016936706,0.556288604,54.5173965027,1672.2333215957,39942,360.5550308602,2.1350737508,2.0466850909,2.3034356364,2.0644866667,-0.00350509,0.0478986,,8.8430372523
