subject,session,scan,dvars,gcor,mean_fd,num_fd,outlier,perc_fd,quality,site
50273,session_1,rest_1,1.0173896827,0.0213598621,0.0333027039,0,0.0003936,0,0.009115557,UM_1
50274,session_1,rest_1,1.1134673918,0.0916201282,0.1391936361,10,0.0141155667,3.3222591362,0.0307088361,UM_1
50275,session_1,rest_1,1.0805080308,0.0648583311,0.0965098988,2,0.0141807667,0.6644518272,0.0191974528,UM_1
50276,session_1,rest_1,1.0666496245,0.0410892708,0.021462884,0,0.0003145333,0,0.0051144258,UM_1
50277,session_1,rest_1,1.0797745137,0.0291155991,0.1518342564,2,0.0041778,0.6644518272,0.0162273858,UM_1
50278,session_1,rest_1,1.0233633507,0.0268157502,0.1911374362,5,0.0061911,1.6611295681,0.0264673743,UM_1
50279,session_1,rest_1,1.0964379822,0.092111851,1.1397483624,84,0.0274066667,27.9069767442,0.096560609,UM_1
50280,session_1,rest_1,0.9897849705,0.0304861221,0.0665545854,0,0.0041685,0,0.0072304512,UM_1
50281,session_1,rest_1,1.1026691085,0.1108846978,0.5215650724,41,0.0236802333,13.6212624585,0.0377713273,UM_1
50282,session_1,rest_1,1.0555012321,0.0229054584,0.0468863459,0,0.0031703667,0,0.011961522,UM_1
50283,session_1,rest_1,1.0273370597,0.1040988397,0.1916939501,6,0.0123925,1.9933554817,0.0280465537,UM_1
50284,session_1,rest_1,1.0938122213,0.150962393,0.1058041723,0,0.0048233,0,0.0132055532,UM_1
50285,session_1,rest_1,1.0723284069,0.0689774638,0.0724890678,0,0.0019188,0,0.0148285526,UM_1
50286,session_1,rest_1,1.0964379822,0.092111851,1.1397483624,84,0.0274066667,27.9069767442,0.096560609,UM_1
50287,session_1,rest_1,1.0409098669,0.047976147,0.0443511339,0,0.000846,0,0.0113056477,UM_1
50288,session_1,rest_1,1.0793803347,0.0862545838,0.2538434082,15,0.0177544,4.9833887043,0.0223015688,UM_1
50289,session_1,rest_1,1.0398191651,0.0245627869,0.1250372756,0,0.0038448,0,0.0201584982,UM_1
50290,session_1,rest_1,1.0811792018,0.0881254616,0.0705264597,0,0.0008969,0,0.0119850771,UM_1
50291,session_1,rest_1,1.0253670345,0.013938667,0.1104705514,0,0.0025315,0,0.0107828303,UM_1
50292,session_1,rest_1,0.9056622614,0.2408328413,0.1738380376,8,0.0073276667,2.657807309,0.0277201377,UM_1
50293,session_1,rest_1,1.1271700626,0.0434105029,0.032230049,0,0.0010197667,0,0.0079896339,UM_1
50294,session_1,rest_1,1.1303692319,0.0736737715,0.0661386088,0,0.0004839333,0,0.0073150713,UM_1
50295,session_1,rest_1,1.0920048857,0.0401186378,0.0722872419,2,0.0040375333,0.6644518272,0.0126692443,UM_1
50296,session_1,rest_1,1.5047061447,0.1121780981,0.4864305243,26,0.0801582333,8.6378737542,0.0833929482,UM_1
50297,session_1,rest_1,1.0082019224,0.0246205821,0.1957334263,1,0.0009274333,0.3322259136,0.0331701613,UM_1
50298,session_1,rest_1,1.1113039562,0.0431959119,0.074456127,0,0.0030964,0,0.0068604626,UM_1
50299,session_1,rest_1,1.1284380764,0.1402301538,0.6803767144,65,0.0263444,21.5946843854,0.0620373483,UM_1
50300,session_1,rest_1,1.1675665029,0.0955939579,0.1365521142,2,0.0122530333,0.6644518272,0.0143277459,UM_1
50301,session_1,rest_1,1.0327419783,0.0230394839,0.0403203002,0,0.0009209333,0,0.0128121482,UM_1
50302,session_1,rest_1,1.0402375078,0.036084684,0.144018376,0,0.0037973,0,0.0137208953,UM_1
50303,session_1,rest_1,1.2025374271,0.14757496,1.094517256,95,0.0225102333,31.561461794,0.060611763,UM_1
50304,session_1,rest_1,1.1388242922,0.0737391,0.3598683618,19,0.0180651,6.3122923588,0.03782436,UM_1
50305,session_1,rest_1,1.044675771,0.0729558047,0.4469020318,29,0.0165204333,9.634551495,0.0516961603,UM_1
50306,session_1,rest_1,0.9910875902,0.0691278376,0.4461110542,34,0.0047118333,11.2956810631,0.0299966343,UM_1
50307,session_1,rest_1,1.0525294493,0.0537562549,0.0256928807,0,0.0019073,0,0.0055532674,UM_1
50308,session_1,rest_1,1.2011685931,0.0969107841,1.434911749,134,0.0220583,44.5182724252,0.082678264,UM_1
50309,session_1,rest_1,1.0666033332,0.0924222662,0.6055846579,48,0.0270674667,15.9468438538,0.0679306617,UM_1
50310,session_1,rest_1,1.1349935123,0.0631612544,0.0565505256,0,0.0015736667,0,0.0083952975,UM_1
50311,session_1,rest_1,1.083410462,0.0771729795,0.3174604721,12,0.0088185,3.9867109635,0.0263446565,UM_1
50312,session_1,rest_1,1.0877244657,0.0641939553,0.267449173,10,0.0070735667,3.3222591362,0.0209157562,UM_1
50313,session_1,rest_1,1.1827795982,0.1911096446,0.948539213,85,0.0297698667,28.2392026578,0.0656404623,UM_1
50314,session_1,rest_1,1.136091246,0.1885414767,0.0558317162,0,0.0007037,0,0.0064851488,UM_1
50315,session_1,rest_1,1.052241101,0.025061959,0.0706908994,1,0.0030074667,0.3322259136,0.0106312578,UM_1
50316,session_1,rest_1,1.1686084584,0.0843424943,0.2459516837,6,0.010103,1.9933554817,0.0200595131,UM_1
50317,session_1,rest_1,1.2312398243,0.1699055673,0.7360256038,69,0.0366978,22.9235880399,0.0654242217,UM_1
50318,session_1,rest_1,1.1356226141,0.062905274,0.0834834165,0,0.0022776333,0,0.0129079763,UM_1
50319,session_1,rest_1,1.0661105306,0.053307198,0.0620393266,0,0.001658,0,0.0081479471,UM_1
50320,session_1,rest_1,1.1043564485,0.015818058,0.0820406281,0,0.0046064,0,0.012171737,UM_1
50321,session_1,rest_1,1.0639109297,0.0308423774,0.0448795199,0,0.0021926,0,0.0072347175,UM_1
50322,session_1,rest_1,1.0758768005,0.0597748567,0.2728372464,5,0.0078059333,1.6611295681,0.03523911,UM_1
50323,session_1,rest_1,1.205062646,0.0971554664,1.324696825,102,0.0322764667,33.8870431894,0.0946620127,UM_1
50324,session_1,rest_1,1.0632495376,0.0092886436,0.0495764468,0,0.0028872333,0,0.009032514,UM_1
50325,session_1,rest_1,1.1527668794,0.04567394,0.1201637999,4,0.0098358667,1.3289036545,0.0193947135,UM_1
50326,session_1,rest_1,1.1565833956,0.0639898087,0.1538442304,2,0.0075200333,0.6644518272,0.0168284962,UM_1
50327,session_1,rest_1,1.0650259283,0.0270680449,0.0311608269,0,0.0005033667,0,0.0077611377,UM_1
50328,session_1,rest_1,1.0344375841,0.0441726866,0.0577541323,0,0.0008241667,0,0.0107698232,UM_1
50329,session_1,rest_1,1.0896835853,0.0237273594,0.0243688809,0,0.0015320667,0,0.0087147096,UM_1
50330,session_1,rest_1,1.0410499062,0.0240511718,0.0492647445,0,0.0006541333,0,0.0101789295,UM_1
50331,session_1,rest_1,1.0720122684,0.0295386538,0.0554039043,0,0.0014061333,0,0.0093739635,UM_1
50332,session_1,rest_1,1.1286562993,0.092847763,0.0805632703,0,0.0046793333,0,0.0141132516,UM_1
50333,session_1,rest_1,1.0914223913,0.095360153,0.2042469426,7,0.0123572,2.3255813953,0.0221779707,UM_1
50334,session_1,rest_1,1.1191185086,0.0867520893,0.049821249,0,0.0019773,0,0.0109155891,UM_1
50335,session_1,rest_1,1.0572858706,0.0415382707,0.0292488855,0,0.0002404667,0,0.0117142115,UM_1
50336,session_1,rest_1,1.0039309817,0.0443958134,0.0269394248,0,0.0008815,0,0.0059218516,UM_1
50337,session_1,rest_1,1.1899203546,0.0677186331,0.0672597265,0,0.003492,0,0.009023911,UM_1
50338,session_1,rest_1,1.1004579878,0.0400821512,0.0447748478,0,0.0030936,0,0.0080916608,UM_1
50339,session_1,rest_1,0.9992523287,0.0143319361,0.0302646642,0,0.0008976,0,0.0142462606,UM_1
50340,session_1,rest_1,1.0681082982,0.0341057807,0.0274907915,0,0.0016938333,0,0.0057624741,UM_1
50341,session_1,rest_1,1.0497869962,0.0227080671,0.0340141037,0,0.0016305333,0,0.0099633808,UM_1
50342,session_1,rest_1,1.0604976543,0.0306205833,0.0907239946,0,0.0070633,0,0.0199670614,UM_1
50343,session_1,rest_1,1.1067636146,0.0278565346,0.1617047612,3,0.00507,0.9966777409,0.016264188,UM_1
50344,session_1,rest_1,1.0792480753,0.0272684165,0.0295164472,0,0.0008772667,0,0.0067377359,UM_1
50345,session_1,rest_1,1.0110737021,0.0233088707,0.0589057261,0,0.0024064,0,0.0090197728,UM_1
50346,session_1,rest_1,1.0745029396,0.0158860339,0.0361240525,0,0.0012898333,0,0.0102473835,UM_1
50347,session_1,rest_1,1.0499514008,0.0459047655,0.0459113768,0,0.0010551667,0,0.0085570278,UM_1
50348,session_1,rest_1,1.0485277464,0.0419478185,0.0785480452,0,0.0012159,0,0.009912804,UM_1
50349,session_1,rest_1,1.087626001,0.0327079835,0.0467307378,0,0.0008206333,0,0.0100686429,UM_1
50350,session_1,rest_1,1.061422737,0.0145543947,0.04191583,0,0.0018370333,0,0.0120609532,UM_1
50351,session_1,rest_1,1.028755146,0.0173407655,0.0335430431,0,0.0009010333,0,0.0099708941,UM_1
50352,session_1,rest_1,1.0043383673,0.0388584638,0.1189055187,1,0.0034194,0.3322259136,0.0223296854,UM_1
50353,session_1,rest_1,1.0859531583,0.062006536,0.0475791398,0,0.0021996333,0,0.0080599893,UM_1
50354,session_1,rest_1,1.135151821,0.0695075029,0.3460639575,17,0.0154096667,5.6478405316,0.0235557739,UM_1
50355,session_1,rest_1,1.114674577,0.0143066831,0.0801637151,2,0.0021953,0.6644518272,0.0103566143,UM_1
50356,session_1,rest_1,1.1134143456,0.0160488677,0.0264008252,0,0.0015686667,0,0.0090974654,UM_1
50357,session_1,rest_1,1.1001351629,0.0131321843,0.0496403199,0,0.0005661,0,0.0080859096,UM_1
50358,session_1,rest_1,1.1480654806,0.0583787732,0.0314643237,0,0.0007983333,0,0.0066824811,UM_1
50359,session_1,rest_1,1.0874831449,0.0780769947,0.2983907397,20,0.0139738,6.6445182724,0.0261538576,UM_1
50360,session_1,rest_1,1.170311438,0.0313370246,0.0463610716,0,0.0007109333,0,0.0068360279,UM_1
50361,session_1,rest_1,1.0610030857,0.0515309327,0.0320169265,0,0.0003652667,0,0.0069124033,UM_1
50362,session_1,rest_1,1.088086922,0.0657500013,0.0402630996,0,0.0008601333,0,0.0045320606,UM_1
50363,session_1,rest_1,1.0834935993,0.0760500324,0.1355134263,3,0.0071028,0.9966777409,0.0189046897,UM_1
50364,session_1,rest_1,1.1487679801,0.0313662517,0.1528395402,0,0.0055812333,0,0.016457987,UM_1
50365,session_1,rest_1,1.1690835556,0.0477743295,0.0561129596,0,0.0007742667,0,0.0072086485,UM_1
50366,session_1,rest_1,1.1404438884,0.0682553142,0.1039543489,3,0.0048388667,0.9966777409,0.0115719475,UM_1
50367,session_1,rest_1,1.0809335378,0.0850728267,0.0805725724,0,0.0042361,0,0.0146553923,UM_1
50368,session_1,rest_1,0.9888048288,0.014311609,0.0861396178,0,0.0011322667,0,0.0145972745,UM_1
50369,session_1,rest_1,1.0087686562,0.0366075039,0.0402707961,0,0.0022738333,0,0.0145129469,UM_1
50370,session_1,rest_1,1.1276887615,0.0298776884,0.1107379934,0,0.0049452333,0,0.0137305737,UM_1
50371,session_1,rest_1,1.1412854188,0.1324543761,0.3309232388,21,0.0230067667,6.976744186,0.0369087965,UM_1
50372,session_1,rest_1,1.0683280498,0.0492066564,0.037960986,0,0.0015349,0,0.0145584475,UM_1
50373,session_1,rest_1,1.1786964811,0.1754088527,0.0996055264,2,0.0083002333,0.6644518272,0.0124062817,UM_1
50374,session_1,rest_1,1.1311302698,0.0682251335,0.0401323967,0,0.0051166,0,0.0104453185,UM_1
50375,session_1,rest_1,1.0470049482,0.0781532765,0.0292046589,0,0.0023700667,0,0.007266718,UM_1
50376,session_1,rest_1,1.2601018003,0.2257694586,0.481787013,44,0.028842,14.6179401993,0.0302067343,UM_1
50377,session_1,rest_1,1.0619376534,0.0356434695,0.0456542155,0,0.0010140333,0,0.0085445386,UM_1
50378,session_1,rest_1,0.9905866666,0.0444014446,0.1623122936,6,0.0030417333,1.9933554817,0.024264021,UM_1
50379,session_1,rest_1,1.076446265,0.0090576826,0.0836859895,0,0.0067877333,0,0.0236408521,UM_1
50380,session_1,rest_1,0.9995028867,0.0561939663,0.2363335929,8,0.0057382,2.657807309,0.0251980263,UM_1
50381,session_1,rest_1,1.0921198088,0.0463684325,0.2660058843,16,0.0091339,5.3156146179,0.02281561,UM_1
50382,session_1,rest_1,1.0802406342,0.1173999164,0.0642275816,0,0.0004239667,0,0.0140499991,UM_2
50383,session_1,rest_1,0.9532200314,0.0967984861,0.5033879939,46,0.0111134,15.2823920266,0.0590643107,UM_2
50385,session_1,rest_1,1.1149586644,0.0240126283,0.0495374184,0,0.0010718333,0,0.0075585696,UM_2
50386,session_1,rest_1,1.1137380273,0.0309407552,0.0369731057,0,0.0057095667,0,0.0113168197,UM_2
50387,session_1,rest_1,1.1053366266,0.0316099751,0.0686419568,0,0.0135132333,0,0.0177723567,UM_2
50388,session_1,rest_1,1.0877875695,0.0244323853,0.0941374287,0,0.0028052667,0,0.0129189322,UM_2
50390,session_1,rest_1,1.1398671625,0.0318671191,0.0565016231,0,0.0010746,0,0.0092839861,UM_2
50391,session_1,rest_1,1.0200673613,0.0463302835,0.0982317629,2,0.002688,0.6644518272,0.0202403123,UM_2
50397,session_1,rest_1,1.0290657255,0.0262671346,0.0330170264,0,0.0019221333,0,0.0110535229,UM_2
50399,session_1,rest_1,1.0667517474,0.0510304367,0.0761092163,0,0.0060448667,0,0.0198097875,UM_2
50402,session_1,rest_1,1.0561180624,0.011891178,0.0282157746,0,0.0005538333,0,0.0095458681,UM_2
50403,session_1,rest_1,1.0452885834,0.0699085624,0.2577793265,13,0.0104716,4.3189368771,0.0291505951,UM_2
50404,session_1,rest_1,1.1418948846,0.0297148702,0.0308845662,0,0.0003014667,0,0.0072598374,UM_2
50405,session_1,rest_1,1.020632499,0.0192061319,0.0491699635,0,0.0008953333,0,0.0090468671,UM_2
50406,session_1,rest_1,1.0843329834,0.0369339054,0.1467522234,3,0.0103904,0.9966777409,0.031104528,UM_2
50407,session_1,rest_1,1.089288171,0.0258051612,0.0455395366,0,0.0025975333,0,0.0083954471,UM_2
50408,session_1,rest_1,1.0527048975,0.0331425538,0.0509099466,0,0.0009443,0,0.0090031728,UM_2
50410,session_1,rest_1,1.0900761314,0.0587120995,0.1439211985,10,0.0079362333,3.3222591362,0.0198768891,UM_2
50411,session_1,rest_1,1.1055401275,0.0235527764,0.174829261,0,0.0019136667,0,0.0147460743,UM_2
50412,session_1,rest_1,1.0996551624,0.0258371118,0.0647173399,0,0.0006970333,0,0.0061114217,UM_2
50413,session_1,rest_1,1.0462241925,0.007739408,0.0991398265,0,0.0010468,0,0.0088471337,UM_2
50414,session_1,rest_1,1.0739959597,0.0188113241,0.0441204956,0,0.0003471333,0,0.0100273523,UM_2
50415,session_1,rest_1,1.0477132151,0.0148976325,0.0663202468,0,0.0002484,0,0.0079910363,UM_2
50416,session_1,rest_1,1.0582288506,0.0169968531,0.0891071345,0,0.0010014333,0,0.0123645281,UM_2
50417,session_1,rest_1,1.078652406,0.0140011365,0.0314553557,0,0.0004305333,0,0.0050318895,UM_2
50418,session_1,rest_1,1.1801442994,0.0213563298,0.0829508485,1,0.0062167,0.3322259136,0.0123895985,UM_2
50419,session_1,rest_1,1.0199210492,0.0152935301,0.0420940694,0,0.0007165,0,0.0056581722,UM_2
50421,session_1,rest_1,1.0335150943,0.0447117823,0.0620415079,0,0.0021534,0,0.014551231,UM_2
50422,session_1,rest_1,0.9895346868,0.0497796817,0.3035005506,20,0.0080893333,6.6445182724,0.030147581,UM_2
50423,session_1,rest_1,0.997539663,0.0731085085,0.148665524,2,0.0023069333,0.6644518272,0.0226129798,UM_2
50424,session_1,rest_1,1.1376665488,0.0102690641,0.0440236511,0,0.0004137667,0,0.006893473,UM_2
50425,session_1,rest_1,1.1138058323,0.0376189048,0.0387380752,0,0.0029728667,0,0.0065135302,UM_2
50426,session_1,rest_1,1.1611906763,0.0176912323,0.048578023,0,0.0006325333,0,0.0073671323,UM_2
50427,session_1,rest_1,1.03267515,0.0190876703,0.0253506991,0,0.0001970667,0,0.0059997166,UM_2
50428,session_1,rest_1,1.0835575123,0.0255498092,0.0360184623,0,0.0013428,0,0.0058482995,UM_2
50432,session_1,rest_1,1.0565656651,0.0198024506,0.1137197286,0,0.0004865,0,0.0083200525,USM
50433,session_1,rest_1,1.0697515273,0.0157885722,0.0310580935,0,0.00025025,0,0.0094524193,USM
50434,session_1,rest_1,1.0672977432,0.0160724482,0.0683380155,0,0.000889625,0,0.0146344058,USM
50435,session_1,rest_1,0.9803390094,0.0215313295,0.1186204077,5,0.0023087917,2.0746887967,0.0153952763,USM
50436,session_1,rest_1,1.0661359987,0.0267038198,0.0796027793,0,0.0007542917,0,0.013939516,USM
50437,session_1,rest_1,1.067764046,0.023436781,0.194546461,3,0.0030441667,1.244813278,0.0139398486,USM
50438,session_1,rest_1,1.0706445158,0.0248975398,0.1274173996,8,0.005573625,3.3195020747,0.0135328494,USM
50439,session_1,rest_1,1.0466008436,0.0118165297,0.0495815786,0,0.0002845,0,0.0156608408,USM
50440,session_1,rest_1,1.0489769009,0.0120428731,0.080671606,0,0.0003627917,0,0.01671851,USM
50441,session_1,rest_1,1.0484041733,0.007961703,0.095667408,0,0.00034675,0,0.0144920943,USM
50442,session_1,rest_1,1.063646877,0.0090081169,0.0743402567,0,0.0001876667,0,0.0083347578,USM
50443,session_1,rest_1,1.0357218712,0.0138603352,0.0769284358,0,0.0017842917,0,0.0103323206,USM
50444,session_1,rest_1,1.0473375188,0.0228916601,0.1483963344,0,0.000781875,0,0.015648115,USM
50445,session_1,rest_1,1.0600083528,0.0171595797,0.150502105,0,0.0004622917,0,0.0100975012,USM
50446,session_1,rest_1,1.0494741934,0.0127709303,0.0859718967,1,0.0015765833,0.4149377593,0.0099258991,USM
50447,session_1,rest_1,1.0523618687,0.0154673368,0.1011782749,2,0.001129625,0.8298755187,0.0141337195,USM
50448,session_1,rest_1,0.9809694104,0.0342819548,0.1660070315,5,0.004046125,2.0746887967,0.0279688375,USM
50449,session_1,rest_1,1.0749503143,0.032409669,0.0601189403,0,0.000285375,0,0.0093995035,USM
50450,session_1,rest_1,1.0687782776,0.024824713,0.1458214846,1,0.0032817917,0.4149377593,0.0150397652,USM
50451,session_1,rest_1,1.1214014876,0.0252648625,0.2441733715,5,0.00446525,2.0746887967,0.0208630796,USM
50452,session_1,rest_1,1.050429974,0.0151554162,0.0353316016,0,0.0003169167,0,0.007917747,USM
50453,session_1,rest_1,1.0656137033,0.0737408379,0.4956088243,31,0.0085369583,12.8630705394,0.0345172283,USM
50454,session_1,rest_1,1.0018943799,0.0184911771,0.0360328756,0,0.0003234167,0,0.0137688963,USM
50455,session_1,rest_1,1.0929232639,0.0350931919,0.1292415613,1,0.0049363333,0.4149377593,0.0125496487,USM
50456,session_1,rest_1,0.9961072864,0.0110922856,0.155118375,2,0.0012942917,0.8298755187,0.0178343417,USM
50457,session_1,rest_1,1.0372766646,0.0073984739,0.0610745752,0,0.0017710833,0,0.0213991654,USM
50458,session_1,rest_1,1.0031175718,0.0152144539,0.1466163538,0,0.0007180833,0,0.0267075492,USM
50459,session_1,rest_1,1.0400944865,0.0125057358,0.0339522673,0,0.0011857917,0,0.009038379,USM
50460,session_1,rest_1,1.0381916306,0.0125640351,0.0498387439,0,0.0006593333,0,0.0118434545,USM
50461,session_1,rest_1,1.1160789923,0.046379997,0.0745948487,2,0.0068650833,0.8298755187,0.0117131784,USM
50462,session_1,rest_1,1.1016188542,0.0482964543,0.057237557,0,0.000584375,0,0.011276992,USM
50463,session_1,rest_1,0.9733941421,0.0195104073,0.150859668,0,0.0011125833,0,0.0236522454,USM
50464,session_1,rest_1,1.1001205589,0.0449782372,0.0521900908,0,0.002929,0,0.0151470121,USM
50465,session_1,rest_1,1.0844142059,0.0184993131,0.0791459307,0,0.0004147083,0,0.0124174619,USM
50466,session_1,rest_1,0.983706391,0.0076151744,0.0550143492,0,0.0004831667,0,0.0240684288,USM
50467,session_1,rest_1,1.0778835403,0.0236565707,0.0985343787,0,0.0034842083,0,0.013414033,USM
50468,session_1,rest_1,1.0113182871,0.0235947718,0.0234854158,0,0.0002035833,0,0.0063975737,USM
50469,session_1,rest_1,1.0613931648,0.0114861316,0.0649729744,0,0.00037475,0,0.0076927685,USM
50470,session_1,rest_1,1.0412993546,0.0360648246,0.234421601,8,0.0032195833,3.3195020747,0.0241262863,USM
50471,session_1,rest_1,1.0904763762,0.0146529064,0.0464837568,0,0.0003574167,0,0.0097184782,USM
50472,session_1,rest_1,1.0230695266,0.0063282849,0.0320875823,0,0.000218875,0,0.0096932567,USM
50473,session_1,rest_1,1.1019496745,0.0139439407,0.0701737325,0,0.001005875,0,0.0095018024,USM
50474,session_1,rest_1,1.0316748556,0.010912957,0.1174752586,0,0.0004947083,0,0.0149948746,USM
50475,session_1,rest_1,1.0612335015,0.0077333237,0.0596767488,2,0.0016642917,0.8298755187,0.0176594788,USM
50476,session_1,rest_1,1.0356716497,0.0178850008,0.0621413903,0,0.0007277917,0,0.021211735,USM
50477,session_1,rest_1,1.0537005568,0.0296444022,0.0873318274,0,0.0026214583,0,0.0201637403,USM
50478,session_1,rest_1,1.0540984841,0.0665351684,0.2818378498,5,0.001776125,2.0746887967,0.0217717392,USM
50479,session_1,rest_1,1.0379079473,0.0232958033,0.2523306371,1,0.0012764167,0.4149377593,0.0248675733,USM
50480,session_1,rest_1,1.1017412058,0.0322826467,0.106432335,0,0.0037363333,0,0.0186674994,USM
50481,session_1,rest_1,1.0451831253,0.02003034,0.3456337099,15,0.005726375,6.22406639,0.0432523821,USM
50482,session_1,rest_1,1.0608647983,0.0127454337,0.0722461698,0,0.000375125,0,0.0077872284,USM
50483,session_1,rest_1,0.9719597855,0.0208450657,0.1782852714,6,0.0027369583,2.489626556,0.0392951508,USM
50484,session_1,rest_1,1.062098177,0.0142437886,0.0272927157,0,0.000214,0,0.0151645188,USM
50485,session_1,rest_1,1.0564119083,0.0150735931,0.0530427604,0,0.00028625,0,0.0092185582,USM
50486,session_1,rest_1,1.0059834569,0.0107312562,0.1457578955,1,0.0011871667,0.4149377593,0.0229862721,USM
50487,session_1,rest_1,1.080808109,0.0193394938,0.1503148189,0,0.00137775,0,0.0134255157,USM
50488,session_1,rest_1,1.0625676929,0.0230107109,0.1305509396,4,0.0034007917,1.6597510373,0.018724217,USM
50489,session_1,rest_1,0.949064465,0.0383526317,1.0562528379,53,0.0092019167,21.9917012448,0.0726282433,USM
50490,session_1,rest_1,0.9552299453,0.0192870742,0.1991687796,5,0.0016567917,2.0746887967,0.0276811958,USM
50491,session_1,rest_1,1.0516159981,0.0084396599,0.0378137092,0,0.000236,0,0.007098095,USM
50492,session_1,rest_1,1.0800876947,0.0109712173,0.1216289097,0,0.0002812083,0,0.010691387,USM
50493,session_1,rest_1,1.1123649424,0.0076306281,0.0802075766,0,0.0006276667,0,0.0152080975,USM
50494,session_1,rest_1,0.9656419542,0.0105253531,0.0926231899,3,0.0016204167,1.244813278,0.0173021896,USM
50495,session_1,rest_1,1.0900393315,0.0145471374,0.0503005199,0,0.00028175,0,0.0142190421,USM
50496,session_1,rest_1,1.0706278681,0.0152873006,0.1555469866,1,0.0019677083,0.4149377593,0.0242625346,USM
50497,session_1,rest_1,1.0987510207,0.0111964765,0.0811936568,0,0.0019235417,0,0.0098065187,USM
50498,session_1,rest_1,1.0748318042,0.0140661707,0.0675583033,0,0.00031375,0,0.0143536013,USM
50499,session_1,rest_1,1.0738966155,0.0146881553,0.0570515109,0,0.0005268333,0,0.0098510877,USM
50500,session_1,rest_1,1.0417737977,0.0179419176,0.0273322966,0,0.0003164167,0,0.0105481526,USM
50501,session_1,rest_1,0.9911779699,0.0361676658,0.2066180459,14,0.0062583333,5.8091286307,0.0250036354,USM
50502,session_1,rest_1,1.0598057311,0.024797939,0.105970921,0,0.00056,0,0.01676205,USM
50503,session_1,rest_1,1.0633166379,0.0543173438,0.0761441761,1,0.003981875,0.4149377593,0.013625208,USM
50504,session_1,rest_1,1.0463543106,0.0152151954,0.1587565353,2,0.0017445417,0.8298755187,0.0197502804,USM
50505,session_1,rest_1,1.0174850294,0.0097785135,0.0197420111,0,0.0002182917,0,0.0073839513,USM
50506,session_1,rest_1,1.0157046963,0.0174103528,0.0828588853,0,0.0028395417,0,0.01948335,USM
50507,session_1,rest_1,1.0447753594,0.020514143,0.1511053828,0,0.0015980833,0,0.0228629321,USM
50508,session_1,rest_1,1.0554088251,0.0523992715,0.2824789226,5,0.00457125,2.0746887967,0.0284620804,USM
50509,session_1,rest_1,1.0614691611,0.0632433087,0.4999182275,22,0.018325625,9.1286307054,0.030906975,USM
50510,session_1,rest_1,1.0912049383,0.0526359281,0.3777583621,12,0.0068718333,4.979253112,0.0393909513,USM
50511,session_1,rest_1,1.0353730937,0.0229616692,0.2435837023,13,0.0038557083,5.3941908714,0.0306483521,USM
50512,session_1,rest_1,1.019429953,0.0232449535,0.1056182021,4,0.0024845,1.6597510373,0.0171158109,USM
50513,session_1,rest_1,1.0577157737,0.0171213943,0.0913686248,0,0.0006664583,0,0.0082386956,USM
50514,session_1,rest_1,0.9867114933,0.0156892737,0.0534467571,0,0.000354625,0,0.0140782787,USM
50515,session_1,rest_1,1.0735963719,0.0155351919,0.080832787,0,0.000853125,0,0.0134635233,USM
50516,session_1,rest_1,1.0304103751,0.0078510163,0.0282450578,0,0.0003006667,0,0.0081911262,USM
50517,session_1,rest_1,1.0454025738,0.0151599501,0.0408921027,0,0.0005162917,0,0.0072250107,USM
50518,session_1,rest_1,1.0612251989,0.0061123133,0.0481580788,0,0.002815625,0,0.0137125976,USM
50519,session_1,rest_1,1.0478758892,0.0103277866,0.0935523269,0,0.00090275,0,0.0143566792,USM
50520,session_1,rest_1,1.0414531047,0.0374211367,0.130233037,4,0.0054261667,1.6597510373,0.0149630681,USM
50521,session_1,rest_1,1.0777402229,0.025408616,0.1482480683,3,0.0043940417,1.244813278,0.0154225681,USM
50522,session_1,rest_1,1.1082402204,0.0537455414,0.5051368099,31,0.0116533333,12.8630705394,0.0436990283,USM
50523,session_1,rest_1,1.0756155493,0.0275411944,0.2149824053,13,0.00629475,5.3941908714,0.0190005317,USM
50524,session_1,rest_1,1.1070637059,0.0182884127,0.1060215143,1,0.0042947083,0.4149377593,0.0265455825,USM
50525,session_1,rest_1,1.0259010416,0.0051158511,0.0398394935,0,0.0005844167,0,0.010197873,USM
50526,session_1,rest_1,1.0202737561,0.0048308201,0.0584699269,2,0.0049665678,0.8438818565,0.022537242,USM
50527,session_1,rest_1,1.0494196551,0.0091988815,0.0349814806,0,0.0001820833,0,0.0088757367,USM
50528,session_1,rest_1,1.0487226135,0.0267600488,0.0551193615,0,0.0028965833,0,0.0145079402,USM
50529,session_1,rest_1,1.0669259994,0.0233531838,0.1310975793,0,0.0005717083,0,0.0173544395,USM
50530,session_1,rest_1,1.1707873454,0.0385377806,0.175960779,8,0.0131823333,3.3195020747,0.020057512,USM
50531,session_1,rest_1,1.0514123662,0.1224410033,0.7537956456,60,0.0125657083,24.8962655602,0.0525159263,USM
50532,session_1,rest_1,1.0664518018,0.0143806332,0.1226356333,1,0.0023459167,0.4149377593,0.0179446379,USM
50551,session_1,rest_1,1.0412789101,0.5866134827,0.0320955772,0,0.01150995,0,0.0017371001,YALE
50552,session_1,rest_1,0.9878969426,0.5230530529,0.0455722445,0,0.0146417,0,0.0032590676,YALE
50553,session_1,rest_1,0.9841892617,0.5517374126,0.0997381698,0,0.0109965,0,0.0076633618,YALE
